"MUSIC","TOTAL1","COUNTS","BOOK_CD","CHAPTER_CD","VERSE_CD","SEQ_NO","NOTES","SYLL_VERSE"
"e g# ^A pas,z-q,g# e ",7,1,"1 KINGS","018","033",10,"e g ^A g e ",21
"e B B rev,tar,B tsi,seg,rev,pas,pas,B z-q,B rev,e c d g# B ^A B z-q,f g# e ",1,1,"1 KINGS","018","036",10,"e B e c d g B ^A B f g e ",71
"e C pas,pas,z-q,g# B ^A g# f e ",1,1,"1 KINGS","018","041",10,"e C g B ^A g f e ",23
"e pas,z-q,rev,d f g# B ^A rev,qad,C pas,B z-q,f g# e ",1,1,"1 KINGS","018","044",10,"e d f g B ^A C B f g e ",44
"e C pas,pas,z-q,g# ^A e C pas,B z-q,e C pas,B e z-q,g# f e ",1,1,"1 KINGS","019","002",10,"e C g ^A e C B e C B e g f e ",45
"e t-q,qad,C pas,z-q,g# B ^A d f g# e ",1,1,"1 KINGS","019","007",10,"e C g B ^A d f g e ",26
"e t-q,qad,azl,B B rev,e C e pas,B z-q,B z-q,g# B ^A C pas,z-q,f g# e ",2,2,"1 KINGS","019","010",10,"e B e C e B g B ^A C f g e ",66
"e t-q,qad,azl,B B rev,e C e pas,B z-q,B z-q,g# B ^A C pas,z-q,f g# e ",2,2,"1 KINGS","019","014",10,"e B e C e B g B ^A C f g e ",66
"e B t-g,tar,C pas,B z-q,C pas,z-q,g# B ^A C pas,pas,z-q,f g# e ",1,1,"1 KINGS","019","019",10,"e B C B C g B ^A C f g e ",54
"e B rev,C B z-q,f e g# ^A c d g# e ",1,1,"1 KINGS","020","003",10,"e B C B f e g ^A c d g e ",31
"e C pas,pas,z-q,g# B ^A azl,B B rev,e qad,azl,c B rev,pas,pas,pas,B z-q,pas,z-q,C pas,B z-q,f g# e ",1,1,"1 KINGS","020","039",10,"e C g B ^A B e c B C B f g e ",75
"e B B B t-q,qad,e azl,B rev,B C pas,B z-q,C pas,z-q,g# B ^A C B z-q,f g# f e ",1,1,"1 KINGS","021","002",10,"e B e B C B C g B ^A C B f g f e ",60
"e C pas,B z-q,z-g,d f g# ^A C pas,pas,B z-q,pas,B z-q,g# f e ",1,1,"1 KINGS","021","007",10,"e C B d f g ^A C B g f e ",51
"e g# ^A f g# f e ",36,3,"1 KINGS","021","012",10,"e g ^A f g f e ",14
"e pas,B z-q,f g# ^A qad,azl,rev,B tar,B B rev,C pas,B z-q,B f d g# e ",1,1,"1 KINGS","021","015",10,"e B f g ^A B C B f d g e ",55
"e C pas,B z-q,e g# e ^A B z-q,C z-q,f g# f e ",1,1,"1 KINGS","021","020",10,"e C B e g e ^A B C f g f e ",38
"e C pas,z-q,g# ^A pas,z-q,g# f e ",1,1,"1 KINGS","021","024",10,"e C g ^A g f e ",25
"e t-q,qad,azl,C pas,pas,B z-q,f g# ^A B z-q,g# e ",1,1,"1 KINGS","021","027",10,"e C B f g ^A B g e ",40
"e C e pas,z-q,z-g,g# B ^A B z-q,B z-q,g# f e ",1,1,"1 KINGS","022","003",10,"e C e g B ^A B g f e ",39
"e qad,f e tsi,B B seg,B rev,tar,f d g# ^A B z-q,f g# f e ",1,1,"1 KINGS","022","006",10,"e f e B f d g ^A B f g f e ",55
"e f d f e g# B ^A pas,pas,B z-q,d f g# e ",1,1,"1 KINGS","022","011",10,"e f d f e g B ^A B d f g e ",37
"e g# ^A z-g,t-g,qad,c d g# f e ",1,1,"1 KINGS","022","014",10,"e g ^A c d g f e ",24
"e rev,C pas,B z-q,z-g,f g# ^A C pas,e B z-q,f g# e ",2,1,"1 KINGS","022","017",10,"e C B f g ^A C e B f g e ",49
"e B rev,e pas,B z-q,g# B ^A c d g# e ",2,1,"1 KINGS","022","021",10,"e B e B g B ^A c d g e ",32
"e C pas,B z-q,e pas,B z-q,g# ^A f g# e ",1,1,"DEUTERONOMY","002","034",5,"e C B e B g ^A f g e ",33
"e B z-q,g# ^A B t-q,qad,azl,c d g# e ",1,1,"DEUTERONOMY","003","001",5,"e B g ^A B c d g e ",36
"e C pas,B z-q,C e pas,z-q,f g# e ^A f pas,B z-q,f g# e ",1,1,"DEUTERONOMY","003","004",5,"e C B C e f g e ^A f B f g e ",40
"B B rev,pas,z-q,g# ^A d f g# e ",1,1,"DEUTERONOMY","003","010",5,"B g ^A d f g e ",32
"e qad,C pas,B z-q,z-g,g# B e ^A B C e pas,z-q,f g# f e ",1,1,"DEUTERONOMY","003","013",5,"e C B g B e ^A B C e f g f e ",47
"e B z-q,f g# ^A B rev,qad,azl,C pas,z-q,B e rev,d f e g# e ",1,1,"DEUTERONOMY","003","018",5,"e B f g ^A B C B e d f e g e ",51
"g# ^A C B e z-q,g# f e ",1,1,"DEUTERONOMY","003","022",5,"g ^A C B e g f e ",18
"e rev,pas,B z-q,g# B ^A f d g# e ",1,1,"DEUTERONOMY","003","025",5,"e B g B ^A f d g e ",32
"e f g# B ^A B rev,pas,B z-q,pas,B z-q,g# f e ",1,1,"DEUTERONOMY","003","028",5,"e f g B ^A B g f e ",40
"B rev,pas,C pas,B z-q,f g# ^A rev,pas,B z-q,f g# f e ",1,1,"DEUTERONOMY","004","002",5,"B C B f g ^A B f g f e ",47
"e tsi,seg,B C pas,B z-q,g# ^A B rev,C B z-q,rev,C B z-q,f g# e ",1,1,"DEUTERONOMY","004","006",5,"e B C B g ^A B C B C B f g e ",53
"e qad,azl,rev,C B z-q,rev,pas,B e z-q,f g# ^A qad,C pas,z-q,g# e ",1,1,"DEUTERONOMY","004","046",5,"e C B e f g ^A C g e ",48
"e B rev,f d g# e ",4,1,"DEUTERONOMY","005","002",5,"e B f d g e ",16
"t-g,qad,C e pas,B z-q,f g# B ^A C pas,B z-q,f g# e ",1,1,"DEUTERONOMY","005","005",5,"C e B f g B ^A C B f g e ",43
"e f B g# tsi,B ^A seg,B tar,C pas,pas,B z-q,t-g,qad,c d f g# ^A e ",2,1,"DEUTERONOMY","005","009",5,"e f B g B ^A B C B c d f g ^A e ",47
"e pas,pas,azl,z-q,g# B g# B ^A rev,B B paz,B e B e t-g,qad,e azl,rev,e pas,B z-q,rev,d f g# ^A e ",1,1,"DEUTERONOMY","005","014",5,"e g B g B ^A B e B e B d f g ^A e ",78
"e B paz,t-q,qad,azl,rev,C pas,B e z-q,f g# B ^A e rev,pas,B z-q,e g# e ",1,1,"DEUTERONOMY","005","022",5,"e B C B e f g B ^A e B e g e ",54
"e C pas,e z-q,d f g# B ^A B B rev,t-q,qad,azl,c d g# f e ",1,1,"DEUTERONOMY","005","027",5,"e C e d f g B ^A B c d g f e ",51
"e rev,tsi,B seg,B rev,c d f g# B ^A B z-q,c d f g# e ",1,1,"DEUTERONOMY","005","031",5,"e B c d f g B ^A B c d f g e ",53
"e qad,azl,B rev,t-g,B tsi,B B seg,pas,B z-q,g# B ^A g# f e ",1,1,"DEUTERONOMY","006","002",5,"e B g B ^A g f e ",57
"e f g# ^A f g# f e ",46,4,"DEUTERONOMY","006","008",5,"e f g ^A f g f e ",20
"e qad,azl,B tsi,B seg,C pas,B z-q,f g# B ^A g# e ",1,1,"DEUTERONOMY","006","011",5,"e B C B f g B ^A g e ",46
"B f d f g# ^A t-g,C pas,pas,z-q,B z-q,g# f e ",1,1,"DEUTERONOMY","006","015",5,"B f d f g ^A C B g f e ",38
"e f d g# ^A B rev,e pas,z-q,f d f g# e ",1,1,"DEUTERONOMY","006","020",5,"e f d g ^A B e f d f g e ",35
"e qad,azl,C e pas,e z-q,g# B ^A g# f e ",1,1,"DEUTERONOMY","008","004",5,"e C e g B ^A g f e ",24
"C pas,z-q,f g# ^A f g# e ",2,1,"DEUTERONOMY","008","008",5,"C f g ^A f g e ",23
"e B z-q,g# B ^A qad,C pas,B z-q,d f g# e ",1,1,"DEUTERONOMY","008","011",5,"e B g B ^A C B d f g e ",41
"e qad,azl,B B rev,C pas,z-q,g# B e ^A C pas,z-q,g# e ",1,1,"DEUTERONOMY","008","015",5,"e B C g B e ^A C g e ",44
"e rev,C pas,B z-q,e rev,pas,B z-q,g# B ^A C pas,z-q,f g# e ",1,1,"DEUTERONOMY","008","019",5,"e C B e B g B ^A C f g e ",55
"e B rev,t-q,qad,azl,e C pas,pas,B e z-q,c d f g# ^A e C e pas,z-q,d f g# e ",1,1,"DEUTERONOMY","009","003",5,"e B e C B e c d f g ^A e C e d f g e ",56
"e B rev,azl,C e pas,B z-q,f g# ^A B rev,f pas,B z-q,C B z-q,g# f e ",1,1,"DEUTERONOMY","009","009",5,"e B C e B f g ^A B f B C B g f e ",57
"e f g# B ^A pas,pas,B z-q,f g# e ",2,1,"DEUTERONOMY","009","013",5,"e f g B ^A B f g e ",26
"e pas,B z-q,e z-q,g# B ^A g# e ",1,1,"DEUTERONOMY","009","017",5,"e B e g B ^A g e ",26
"e rev,c d g# ^A e d f g# f e ",1,1,"DEUTERONOMY","009","020",5,"e c d g ^A e d f g f e ",29
"e qad,azl,rev,C pas,pas,z-q,pas,B z-q,f g# ^A rev,C pas,B z-q,C e pas,z-q,f g# e ",1,1,"DEUTERONOMY","009","023",5,"e C B f g ^A C B C e f g e ",57
"e f g# ^A C pas,pas,B z-q,e g# e ",1,1,"DEUTERONOMY","009","029",5,"e f g ^A C B e g e ",30
"e C pas,B z-q,d f g# ^A B z-q,f g# e ",1,1,"DEUTERONOMY","010","003",5,"e C B d f g ^A B f g e ",37
"e B rev,e d f g# ^A B C pas,B z-q,d f g# e ",1,1,"DEUTERONOMY","010","006",5,"e B e d f g ^A B C B d f g e ",38
"e tar,B rev,pas,B z-q,B z-q,g# ^A qad,azl,rev,C B z-q,f g# e ",1,1,"DEUTERONOMY","010","010",5,"e B g ^A C B f g e ",48
"e rev,C e pas,B z-q,z-g,f g# ^A C pas,B z-q,g# f e ",1,1,"DEUTERONOMY","011","029",5,"e C e B f g ^A C B g f e ",50
"t-g,e B tsi,B B seg,z-g,t-q,qad,azl,c d g# ^A z-q,f g# e ",1,1,"DEUTERONOMY","012","001",5,"e B c d g ^A f g e ",54
"e B rev,e pas,z-q,pas,B z-q,g# B ^A pas,B z-q,f g# e ",1,1,"DEUTERONOMY","012","006",5,"e B e B g B ^A B f g e ",46
"e B rev,t-q,qad,f pas,C pas,z-q,B z-q,d f g# B ^A B rev,e pas,B z-q,pas,B z-q,f g# e ",1,1,"DEUTERONOMY","012","011",5,"e B f C B d f g B ^A B e B f g e ",72
"f g# B ^A f g# e ",10,2,"DEUTERONOMY","012","016",5,"f g B ^A f g e ",18
"e B z-q,e g# ^A g# e ",1,1,"DEUTERONOMY","012","019",5,"e B e g ^A g e ",22
"e qad,azl,rev,qad,azl,B tsi,B B seg,tar,B rev,qad,C pas,z-q,g# ^A e pas,z-q,g# f e ",1,1,"DEUTERONOMY","012","021",5,"e B C g ^A e g f e ",64
"e B rev,C B z-q,f g# ^A t-q,qad,azl,C pas,pas,z-q,C pas,B z-q,g# f e ",1,1,"DEUTERONOMY","012","028",5,"e B C B f g ^A C B g f e ",60
"e C pas,z-q,g# B ^A f d g# f e ",1,1,"DEUTERONOMY","013","002",5,"e C g B ^A f d g f e ",24
"e qad,c d g# B ^A C pas,pas,B z-q,f g# f e ",1,1,"DEUTERONOMY","013","005",5,"e c d g B ^A C B f g f e ",44
"e B rev,pas,B z-q,B z-q,g# B ^A f g# f e ",1,1,"DEUTERONOMY","013","008",5,"e B g B ^A f g f e ",39
"e f g# ^A B rev,e pas,pas,B z-q,d f g# f e ",1,1,"DEUTERONOMY","013","011",5,"e f g ^A B e B d f g f e ",41
"e B rev,f d f g# ^A qad,c d g# e ",1,1,"DEUTERONOMY","013","016",5,"e B f d f g ^A c d g e ",35
"e B paz,B t-q,qad,azl,rev,e B e tsi,B seg,B e rev,pas,pas,e z-q,f g# ^A C pas,pas,z-q,f g# e ",1,1,"DEUTERONOMY","015","009",5,"e B e B e B e f g ^A C f g e ",64
"e rev,B C pas,pas,B z-q,e g# B ^A tar,c d f g# e ",1,1,"DEUTERONOMY","015","015",5,"e B C B e g B ^A c d f g e ",42
"e paz,t-q,qad,C e pas,z-q,g# B ^A C pas,B z-q,f g# f e ",1,1,"DEUTERONOMY","015","019",5,"e C e g B ^A C B f g f e ",45
"e f d f g# B ^A pas,B z-q,f g# e ",2,1,"DEUTERONOMY","016","002",5,"e f d f g B ^A B f g e ",32
"e qad,f d g# B ^A B rev,qad,f d f g# e ",1,1,"DEUTERONOMY","016","004",5,"e f d g B ^A B f d f g e ",41
"f g# B ^A B rev,pas,pas,B z-q,f g# e ",1,1,"DEUTERONOMY","016","008",5,"f g B ^A B f g e ",31
"e tar,B B rev,qad,B tsi,B seg,pas,B z-q,d f g# B ^A rev,C pas,B z-q,f g# e ",1,1,"DEUTERONOMY","016","011",5,"e B d f g B ^A C B f g e ",77
"g# B ^A d f g# f e ",1,1,"DEUTERONOMY","016","017",5,"g B ^A d f g f e ",20
"f g# ^A C e pas,B z-q,f g# f e ",1,1,"DEUTERONOMY","016","020",5,"f g ^A C e B f g f e ",30
"e t-q,qad,azl,B rev,qad,f pas,z-q,g# B ^A c d f g# e ",1,1,"DEUTERONOMY","017","001",5,"e B f g B ^A c d f g e ",34
"e B B paz,t-q,qad,azl,B t-g,qad,C pas,z-q,z-g,g# ^A f g# e ",1,1,"DEUTERONOMY","017","005",5,"e B C g ^A f g e ",51
"e rev,C pas,B B e z-q,B z-q,g# B ^A B z-q,g# f e ",1,1,"DEUTERONOMY","017","010",5,"e C B e B g B ^A B g f e ",42
"e B rev,qad,C pas,pas,B z-q,g# B ^A rev,C pas,z-q,g# f e ",1,1,"DEUTERONOMY","017","014",5,"e B C B g B ^A C g f e ",48
"e t-q,qad,azl,rev,pas,z-q,g# B ^A B B rev,d f e g# f e ",1,1,"DEUTERONOMY","019","015",5,"e g B ^A B d f e g f e ",42
"e B z-q,f g# B ^A f g# e ",9,1,"DEUTERONOMY","019","019",5,"e B f g B ^A f g e ",26
"e qad,azl,rev,e azl,C pas,pas,C B z-q,f g# ^A e C pas,pas,z-q,g# f e ",1,1,"DEUTERONOMY","020","001",5,"e C B f g ^A e C g f e ",47
"e tar,f pas,pas,B z-q,g# B ^A pas,z-q,f g# e ",1,1,"DEUTERONOMY","020","006",5,"e f B g B ^A f g e ",37
"e B z-q,g# ^A f g# e ",24,2,"DEUTERONOMY","020","010",5,"e B g ^A f g e ",22
"B t-g,qad,azl,t-q,qad,f d g# B ^A e pas,B z-q,f d f g# e ",1,1,"DEUTERONOMY","020","014",5,"B f d g B ^A e B f d f g e ",47
"e rev,qad,e C pas,z-q,pas,e z-q,f g# ^A g# f e ",1,1,"DEUTERONOMY","020","018",5,"e C e f g ^A g f e ",39
"e f g# ^A pas,B z-q,g# f e ",8,3,"DEUTERONOMY","021","002",5,"e f g ^A B g f e ",26
"e B tsi,B seg,B rev,tar,C pas,pas,B z-q,g# B ^A f g# f e ",1,1,"DEUTERONOMY","021","005",5,"e B C B g B ^A f g f e ",43
"e f g# ^A tar,c d g# f e ",2,1,"DEUTERONOMY","021","010",5,"e f g ^A c d g f e ",30
"e tar,c B rev,pas,z-q,f g# ^A B z-q,g# f e ",1,1,"DEUTERONOMY","021","014",5,"e c B f g ^A B g f e ",39
"e t-q,qad,azl,rev,C pas,B z-q,f g# ^A pas,B z-q,g# f e ",1,1,"DEUTERONOMY","021","017",5,"e C B f g ^A B g f e ",37
"e B rev,d g# ^A f g# e ",1,1,"DEUTERONOMY","021","022",5,"e B d g ^A f g e ",22
"e qad,f d g# B ^A pas,B z-q,B rev,B C pas,pas,z-q,g# e ",1,1,"DEUTERONOMY","022","002",5,"e f d g B ^A B C g e ",44
"e tar,B rev,c d f g# B ^A g# e ",2,1,"DEUTERONOMY","023","017",5,"e B c d f g B ^A g e ",29
"e B z-q,f g# B ^A z-g,g# f e ",2,1,"DEUTERONOMY","023","020",5,"e B f g B ^A g f e ",24
"e f g# B ^A qad,azl,C pas,pas,z-q,f g# e ",1,1,"DEUTERONOMY","023","024",5,"e f g B ^A C f g e ",36
"e g# ^A g# f e ",25,2,"DEUTERONOMY","024","002",5,"e g ^A g f e ",16
"e B B B e t-g,qad,azl,c B rev,pas,B z-q,e f g# B ^A C pas,z-q,pas,B z-q,f g# e ",1,1,"DEUTERONOMY","024","004",5,"e B e c B e f g B ^A C B f g e ",65
"e f B ^A f g# f e ",1,1,"DEUTERONOMY","024","010",5,"e f B ^A f g f e ",24
"e t-q,qad,C e pas,B z-q,f g# e ^A pas,B z-q,g# f e ",1,1,"DEUTERONOMY","024","013",5,"e C e B f g e ^A B g f e ",41
"e rev,B C pas,pas,z-q,e d f g# ^A tar,C pas,z-q,g# e ",1,1,"DEUTERONOMY","024","018",5,"e B C e d f g ^A C g e ",43
"e B z-q,f g# B ^A tar,C pas,z-q,g# e ",1,1,"DEUTERONOMY","024","022",5,"e B f g B ^A C g e ",33
"e f g# e ",150,8,"DEUTERONOMY","025","004",5,"e f g e ",7
"e rev,pas,B z-q,z-g,f g# ^A f g# e ",1,1,"DEUTERONOMY","025","006",5,"e B f g ^A f g e ",28
"e qad,B tsi,B seg,C pas,B z-q,g# ^A e pas,B z-q,C B z-q,f g# f e ",1,1,"DEUTERONOMY","025","009",5,"e B C B g ^A e B C B f g f e ",52
"B C pas,pas,e z-q,c d g# e ^A pas,pas,B z-q,C z-q,f g# f e ",1,1,"DEUTERONOMY","025","015",5,"B C e c d g e ^A B C f g f e ",48
"e pas,e B z-q,pas,B z-q,f g# ^A g# f e ",1,1,"DEUTERONOMY","026","001",5,"e B f g ^A g f e ",33
"e c d g# ^A qad,z-q,z-g,g# f e ",1,1,"DEUTERONOMY","026","004",5,"e c d g ^A g f e ",27
"e f g# ^A f g# e ",91,12,"DEUTERONOMY","028","003",5,"e f g ^A f g e ",14
"e f g# ^A f g# e ",91,12,"DEUTERONOMY","028","006",5,"e f g ^A f g e ",16
"e qad,f pas,B z-q,g# e ^A B rev,pas,B z-q,g# e ",1,1,"DEUTERONOMY","028","009",5,"e f B g e ^A B g e ",35
"e B B t-g,qad,azl,rev,C e pas,z-q,z-g,g# B ^A pas,pas,B z-q,g# f e ",1,1,"DEUTERONOMY","028","012",5,"e B C e g B ^A B g f e ",52
"e f e g# B ^A f g# f e ",4,1,"DEUTERONOMY","028","018",5,"e f e g B ^A f g f e ",26
"e c d g# ^A C B e z-q,pas,z-q,f g# e ",1,1,"DEUTERONOMY","028","021",5,"e c d g ^A C B e f g e ",32
"e qad,f tsi,B seg,C pas,B z-q,f g# B ^A B z-q,g# f e ",1,1,"DEUTERONOMY","028","025",5,"e f B C B f g B ^A B g f e ",48
"e B rev,C pas,z-q,f g# B ^A f g# f e ",1,1,"DEUTERONOMY","028","030",5,"e B C f g B ^A f g f e ",32
"e C e pas,B z-q,f g# B ^A rev,d f g# e ",1,1,"DEUTERONOMY","028","033",5,"e C e B f g B ^A d f g e ",34
"e B z-q,g# ^A pas,e z-q,f g# e ",1,1,"DEUTERONOMY","028","037",5,"e B g ^A e f g e ",29
"e f g# ^A B z-q,f g# e ",15,1,"DEUTERONOMY","028","041",5,"e f g ^A B f g e ",18
"B z-q,g# B ^A C B z-q,g# f e ",1,1,"DEUTERONOMY","028","044",5,"B g B ^A C B g f e ",24
"e B rev,qad,C pas,z-q,c d g# B ^A tar,C pas,z-q,f g# e ",1,1,"DEUTERONOMY","028","048",5,"e B C c d g B ^A C f g e ",47
"e qad,azl,rev,B C pas,pas,B z-q,f d f g# ^A C pas,z-q,qad,z-q,f d f g# e ",1,1,"DEUTERONOMY","028","052",5,"e B C B f d f g ^A C f d f g e ",66
"e qad,azl,rev,pas,B z-q,g# B ^A t-g,tar,C pas,z-q,g# f e ",1,1,"DEUTERONOMY","028","058",5,"e B g B ^A C g f e ",46
"e f g# B ^A C pas,pas,z-q,g# f e ",2,1,"DEUTERONOMY","029","026",5,"e f g B ^A C g f e ",30
"e t-q,e qad,azl,B rev,pas,z-q,f g# ^A pas,z-q,z-q,c d f g# e ",1,1,"DEUTERONOMY","030","001",5,"e B f g ^A c d f g e ",62
"e qad,c d g# B ^A tar,c d f g# f e ",1,1,"DEUTERONOMY","030","006",5,"e c d g B ^A c d f g f e ",46
"B rev,pas,B z-q,C pas,z-q,z-g,f g# ^A C pas,B z-q,g# e ",1,1,"DEUTERONOMY","030","010",5,"B C f g ^A C B g e ",51
"e f d g# ^A f e g# e ",1,1,"DEUTERONOMY","030","014",5,"e f d g ^A f e g e ",22
"e f g# B ^A rev,e d f g# e ",1,1,"DEUTERONOMY","030","017",5,"e f g B ^A e d f g e ",31
"e pas,B z-q,f g# ^A B C pas,pas,B z-q,B rev,t-q,qad,c d d f e g# f e ",1,1,"DEUTERONOMY","030","020",5,"e B f g ^A B C B c d f e g f e ",66
"e f g# ^A B z-q,z-q,f g# e ",1,1,"DEUTERONOMY","031","005",5,"e f g ^A B f g e ",26
"e tar,B B rev,C B z-q,f g# B ^A f g# f e ",1,1,"DEUTERONOMY","031","008",5,"e B C B f g B ^A f g f e ",33
"e B rev,pas,pas,B z-q,g# B ^A tar,f d f g# e ",1,1,"DEUTERONOMY","031","011",5,"e B g B ^A f d f g e ",43
"e c d g# B ^A d f g# f e ",3,1,"DEUTERONOMY","031","015",5,"e c d g B ^A d f g f e ",28
"e B B B t-g,tar,qad,C pas,B z-q,d f g# ^A pas,B z-q,rev,B C pas,z-q,g# f e ",1,1,"DEUTERONOMY","031","017",5,"e B C B d f g ^A B C g f e ",67
"e f d f g# B ^A e g# f e ",1,1,"DEUTERONOMY","031","022",5,"e f d f g B ^A e g f e ",24
"e rev,B C pas,z-q,B z-q,d f g# ^A f g# e ",1,1,"DEUTERONOMY","031","026",5,"e B C B d f g ^A f g e ",36
"B rev,C pas,e B z-q,B z-q,f g# ^A qad,C e pas,B z-q,e C pas,B z-q,g# f e ",1,1,"DEUTERONOMY","031","029",5,"B C e B f g ^A C e B e C B g f e ",67
"t-g,e qad,f pas,z-q,g# ^A B rev,C pas,B z-q,qad,azl,c d g# e ",1,1,"DEUTERONOMY","032","047",5,"e f g ^A B C B c d g e ",45
"f g# B ^A pas,pas,B z-q,z-g,f g# f e ",1,1,"DEUTERONOMY","032","052",5,"f g B ^A B f g f e ",31
"e f g# ^A pas,B z-q,g# f e ",8,3,"DEUTERONOMY","033","005",5,"e f g ^A B g f e ",21
"e B z-q,f g# B ^A C pas,z-q,g# f e ",2,1,"DEUTERONOMY","033","008",5,"e B f g B ^A C g f e ",35
"e B z-q,B z-q,f g# ^A C pas,z-q,f g# e ",1,1,"DEUTERONOMY","033","012",5,"e B f g ^A C f g e ",31
"e qad,azl,B rev,C pas,z-q,rev,d f g# ^A pas,B z-q,g# f e ",1,1,"DEUTERONOMY","033","017",5,"e B C d f g ^A B g f e ",41
"e B z-q,g# B ^A g# e ",12,1,"DEUTERONOMY","033","022",5,"e B g B ^A g e ",15
"e f g# ^A g# e ",57,3,"DEUTERONOMY","033","025",5,"e f g ^A g e ",16
"e t-q,qad,C pas,B z-q,g# B ^A g# e ",1,1,"DEUTERONOMY","033","028",5,"e C B g B ^A g e ",29
"e rev,e tar,c d f g# e ",1,1,"DEUTERONOMY","034","003",5,"e c d f g e ",22
"e qad,C pas,B z-q,g# B ^A f pas,B z-q,g# f e ",1,1,"DEUTERONOMY","034","006",5,"e C B g B ^A f B g f e ",31
"e qad,f d g# ^A pas,B z-q,g# e ",1,1,"DEUTERONOMY","034","010",5,"e f d g ^A B g e ",25
"e rev,d f g# B ^A C pas,B z-q,f g# e ",1,1,"JOSHUA","001","001",6,"e d f g B ^A C B f g e ",31
"e t-q,qad,azl,e c B rev,C B e z-q,f g# B ^A e g# e ",1,1,"JOSHUA","001","004",6,"e c B C B e f g B ^A e g e ",45
"e C pas,pas,B z-q,e g# ^A C pas,B z-q,g# f e ",1,1,"JOSHUA","001","009",6,"e C B e g ^A C B g f e ",34
"e C pas,pas,B z-q,pas,B z-q,g# B ^A pas,B z-q,g# f e ",1,1,"JOSHUA","003","006",6,"e C B g B ^A B g f e ",43
"e B z-q,pas,e z-q,d f g# ^A B B t-g,qad,azl,rev,pas,z-q,g# e ",1,1,"JOSHUA","003","010",6,"e B e d f g ^A B g e ",61
"e rev,C pas,B z-q,g# ^A rev,f d f g# f e ",1,1,"JOSHUA","003","014",6,"e C B g ^A f d f g f e ",35
"e pas,B z-q,g# ^A B z-q,g# e ",5,1,"JOSHUA","004","001",6,"e B g ^A B g e ",30
"e B rev,C pas,z-q,f g# B ^A f g# e ",2,1,"JOSHUA","004","004",6,"e B C f g B ^A f g e ",32
"e B rev,qad,azl,C pas,pas,B z-q,pas,z-q,g# B ^A t-g,qad,c d f g# e ",1,1,"JOSHUA","004","007",6,"e B C B g B ^A c d f g e ",59
"e d f g# e ^A c d g# f e ",1,1,"JOSHUA","004","011",6,"e d f g e ^A c d g f e ",29
"e B rev,C pas,z-q,g# ^A e B z-q,d f g# f e ",1,1,"JOSHUA","004","014",6,"e B C g ^A e B d f g f e ",38
"e rev,pas,z-q,g# B ^A e pas,z-q,g# f e ",1,1,"JOSHUA","004","019",6,"e g B ^A e g f e ",32
"e t-q,qad,azl,c d g# e ^A B t-q,qad,c d f g# e ",1,1,"JOSHUA","004","023",6,"e c d g e ^A B c d f g e ",48
"e B rev,C pas,z-q,f g# e B ^A d f f g# e ",1,1,"JOSHUA","005","002",6,"e B C f g e B ^A d f g e ",32
"B B rev,B e tsi,seg,qad,azl,C pas,B z-q,f g# B ^A qad,C pas,z-q,tar,B rev,t-q,qad,C e pas,B z-q,d f g# e ",1,1,"JOSHUA","005","006",6,"B e C B f g B ^A C B C e B d f g e ",84
"e qad,azl,e rev,pas,B z-q,f d f g# ^A rev,pas,B z-q,g# e ",1,1,"JOSHUA","005","012",6,"e B f d f g ^A B g e ",45
"e pas,B z-q,g# B ^A f g# f e ",6,1,"JOSHUA","006","001",6,"e B g B ^A f g f e ",23
"e B paz,t-q,qad,C e pas,B z-q,pas,z-q,f g# B ^A B z-q,g# e ",1,1,"JOSHUA","006","004",6,"e B C e B f g B ^A B g e ",49
"e C pas,pas,z-q,f g# ^A g# f e ",2,1,"JOSHUA","007","016",6,"e C f g ^A g f e ",29
"e qad,azl,rev,pas,e B rev,d f g# B ^A f pas,B z-q,g# e ",1,1,"JOSHUA","007","019",6,"e B d f g B ^A f B g e ",46
"e pas,B z-q,pas,z-q,g# B ^A g# f e ",1,1,"JOSHUA","007","023",6,"e B g B ^A g f e ",33
"e qad,azl,B rev,C B z-q,f g# B ^A t-g,tar,B C pas,B z-q,g# f e ",1,1,"JOSHUA","007","026",6,"e B C B f g B ^A B C B g f e ",46
"e qad,azl,rev,t-g,tar,C pas,B z-q,f g# ^A f g# e ",1,1,"JOSHUA","008","004",6,"e C B f g ^A f g e ",37
"e tar,B rev,C pas,z-q,f g# ^A g# f e ",1,1,"JOSHUA","008","008",6,"e B C f g ^A g f e ",32
"e qad,azl,B rev,pas,e z-q,g# B ^A e pas,B z-q,g# f e ",1,1,"JOSHUA","008","011",6,"e B e g B ^A e B g f e ",42
"e tar,B rev,e paz,paz,B e B e t-g,e tar,c d g# B e ^A pas,B z-q,e f g# f e ",1,1,"JOSHUA","008","014",6,"e B e B e B e c d g B e ^A B e f g f e ",61
"e B t-q,qad,azl,rev,qad,azl,C pas,z-q,qad,f d g# B ^A pas,B z-q,g# e ",1,1,"JOSHUA","008","020",6,"e B C f d g B ^A B g e ",57
"e t-q,qad,azl,C pas,B z-q,f g# ^A g# f e ",1,1,"JOSHUA","008","025",6,"e C B f g ^A g f e ",27
"e c d f g# B ^A B t-q,qad,azl,c B rev,C pas,pas,pas,B z-q,C pas,B z-q,g# f e ",1,1,"JOSHUA","008","029",6,"e c d f g B ^A B c B C B C B g f e ",68
